chainage_m,y_m,z_m,radial_distance_m,Vp_m_per_s,Vs_m_per_s,density_g_cm3,poisson_ratio,dynamic_E_index,low_velocity_anomaly_score_q,geological_zone_label
1017268.0,-7.0,0.0,7.0,4783.3,2797.9,2.558,0.18,49.7,0.0093,background
1017268.0,-7.0,1.0,7.0710678118654755,4635.1,2679.4,2.512,0.178,45.0,0.0916,background
1017268.0,-7.0,2.0,7.280109889280518,4743.2,2755.6,2.505,0.204,47.4,0.0315,background
1017268.0,-7.0,3.0,7.615773105863909,4828.1,2769.8,2.503,0.196,48.2,0.0,background
1017268.0,-7.0,4.0,8.06225774829855,4765.2,2734.9,2.516,0.199,47.2,0.0194,background
1017268.0,-7.0,5.0,8.602325267042627,4957.6,2886.5,2.557,0.186,53.0,0.0,background
1017268.0,-7.0,6.0,9.219544457292887,4773.2,2760.2,2.539,0.2,48.3,0.0149,background
1017268.0,-7.0,7.0,9.899494936611665,5075.6,2925.5,2.56,0.198,54.8,0.0,background
1017268.0,-6.0,-8.0,10.0,4997.0,2832.2,2.573,0.206,52.1,0.0,background
1017268.0,-6.0,-7.0,9.219544457292887,5061.6,2870.7,2.548,0.187,53.0,0.0,background
1017268.0,-6.0,-6.0,8.48528137423857,4956.2,2801.5,2.57,0.197,51.0,0.0,background
1017268.0,-6.0,-5.0,7.810249675906654,4833.8,2737.9,2.534,0.183,48.0,0.0,background
1017268.0,-6.0,-4.0,7.211102550927978,4799.3,2760.6,2.558,0.197,48.8,0.0004,background
1017268.0,-6.0,-3.0,6.708203932499369,4665.5,2705.3,2.52,0.201,46.0,0.0747,background
1017268.0,-6.0,-2.0,6.324555320336759,4790.6,2752.1,2.528,0.185,48.0,0.0052,background
1017268.0,-6.0,-1.0,6.082762530298219,4658.9,2698.4,2.497,0.187,45.4,0.0784,background
1017268.0,-6.0,0.0,6.0,4612.1,2594.6,2.526,0.209,43.1,0.1044,background
1017268.0,-6.0,1.0,6.082762530298219,4517.5,2526.1,2.5,0.21,40.6,0.1569,background
1017268.0,-6.0,2.0,6.324555320336759,4725.7,2669.1,2.52,0.184,45.5,0.0413,background
1017268.0,-6.0,3.0,6.708203932499369,4740.5,2700.4,2.549,0.179,46.8,0.0331,background
1017268.0,-6.0,4.0,7.211102550927978,4737.1,2689.2,2.545,0.173,46.5,0.0349,background
1017268.0,-6.0,5.0,7.810249675906654,4909.1,2814.0,2.557,0.206,50.8,0.0,background
1017268.0,-6.0,6.0,8.48528137423857,4805.4,2690.8,2.589,0.19,47.7,0.0,background
1017268.0,-6.0,7.0,9.219544457292887,4848.7,2737.8,2.552,0.184,48.4,0.0,background
1017268.0,-6.0,8.0,10.0,5175.7,2886.1,2.59,0.191,55.0,0.0,background
1017268.0,-5.0,-8.0,9.433981132056603,5006.1,2783.7,2.565,0.18,50.7,0.0,background
1017268.0,-5.0,-7.0,8.602325267042627,4854.9,2765.0,2.528,0.176,48.7,0.0,background
1017268.0,-5.0,-6.0,7.810249675906654,4637.4,2612.9,2.543,0.197,44.0,0.0903,background
1017268.0,-5.0,-5.0,7.0710678118654755,4714.5,2643.9,2.567,0.178,45.6,0.0475,background
1017268.0,-5.0,-4.0,6.4031242374328485,4704.2,2555.5,2.529,0.187,42.6,0.0532,background
1017268.0,-5.0,-3.0,5.830951894845301,4632.1,2617.7,2.529,0.194,43.9,0.0933,background
1017268.0,-5.0,-2.0,5.385164807134504,4633.1,2721.2,2.556,0.18,46.8,0.0927,background
1017268.0,-5.0,-1.0,5.0990195135927845,4659.3,2688.9,2.572,0.202,46.5,0.0782,background
1017268.0,-5.0,0.0,5.0,4782.9,2741.3,2.545,0.193,48.0,0.0095,background
1017268.0,-5.0,1.0,5.0990195135927845,4654.9,2634.9,2.507,0.179,44.0,0.0806,background
1017268.0,-5.0,2.0,5.385164807134504,4800.8,2751.7,2.552,0.196,48.5,0.0,background
1017268.0,-5.0,3.0,5.830951894845301,4786.9,2722.7,2.542,0.186,47.5,0.0073,background
1017268.0,-5.0,4.0,6.4031242374328485,4452.2,2612.5,2.473,0.233,41.8,0.1932,background
1017268.0,-5.0,5.0,7.0710678118654755,4797.6,2682.7,2.513,0.19,46.0,0.0013,background
1017268.0,-5.0,6.0,7.810249675906654,4858.2,2736.4,2.511,0.188,47.7,0.0,background
1017268.0,-5.0,7.0,8.602325267042627,5053.3,2916.7,2.513,0.207,53.5,0.0,background
1017268.0,-5.0,8.0,9.433981132056603,4983.7,2871.3,2.582,0.21,53.3,0.0,background
1017268.0,-4.0,-9.0,9.848857801796104,4827.7,2781.2,2.592,0.204,50.2,0.0,background
1017268.0,-4.0,-8.0,8.94427190999916,4910.7,2756.7,2.541,0.186,49.0,0.0,background
1017268.0,-4.0,-7.0,8.06225774829855,5018.9,2885.6,2.566,0.186,53.6,0.0,background
1017268.0,-4.0,-6.0,7.211102550927978,4720.5,2669.1,2.625,0.214,47.3,0.0442,background
1017268.0,-4.0,-5.0,6.4031242374328485,4580.3,2626.8,2.54,0.2,44.0,0.1221,background
1017268.0,-4.0,-4.0,5.656854249492381,4596.0,2602.1,2.519,0.212,43.1,0.1133,background
1017268.0,-4.0,-3.0,5.0,4638.3,2706.8,2.57,0.204,46.8,0.0899,background
1017268.0,-4.0,-2.0,4.47213595499958,5031.1,2908.1,2.553,0.191,53.9,0.0,background
1017268.0,-4.0,-1.0,4.123105625617661,4955.7,2828.2,2.52,0.19,50.7,0.0,background
1017268.0,-4.0,0.0,4.0,4977.4,2831.6,2.558,0.185,51.7,0.0,background
1017268.0,-4.0,1.0,4.123105625617661,4879.4,2801.9,2.546,0.194,50.1,0.0,background
1017268.0,-4.0,2.0,4.47213595499958,4815.4,2764.1,2.573,0.2,49.3,0.0,background
1017268.0,-4.0,3.0,5.0,4760.3,2751.4,2.568,0.203,48.6,0.0221,background
1017268.0,-4.0,4.0,5.656854249492381,4835.8,2789.7,2.501,0.184,48.7,0.0,background
1017268.0,-4.0,5.0,6.4031242374328485,4859.5,2809.7,2.559,0.18,50.5,0.0,background
1017268.0,-4.0,6.0,7.211102550927978,4745.1,2713.7,2.527,0.2,46.8,0.0305,background
1017268.0,-4.0,7.0,8.06225774829855,4712.4,2747.9,2.575,0.185,48.3,0.0487,background
1017268.0,-4.0,8.0,8.94427190999916,5053.1,2937.2,2.585,0.179,55.5,0.0,background
1017268.0,-4.0,9.0,9.848857801796104,5082.9,2815.0,2.565,0.189,52.0,0.0,background
1017268.0,-3.0,-9.0,9.486832980505138,5115.9,2903.3,2.588,0.175,55.1,0.0,background
1017268.0,-3.0,-8.0,8.54400374531753,4948.7,2838.5,2.51,0.186,50.8,0.0,background
1017268.0,-3.0,-7.0,7.615773105863909,4936.0,2814.8,2.512,0.211,50.1,0.0,background
1017268.0,-3.0,-6.0,6.708203932499369,4624.8,2596.8,2.54,0.195,43.5,0.0974,background
1017268.0,-3.0,-5.0,5.830951894845301,4717.3,2674.3,2.52,0.201,45.5,0.0459,background
1017268.0,-3.0,-4.0,5.0,4600.3,2649.1,2.525,0.192,44.4,0.111,background
1017268.0,-3.0,-3.0,4.242640687119285,4846.0,2758.0,2.579,0.199,49.5,0.0,background
1017268.0,-3.0,3.0,4.242640687119285,4761.4,2746.8,2.53,0.176,47.7,0.0214,background
1017268.0,-3.0,4.0,5.0,4727.6,2752.0,2.484,0.182,46.8,0.0402,background
1017268.0,-3.0,5.0,5.830951894845301,4733.6,2694.4,2.487,0.194,45.5,0.0369,background
1017268.0,-3.0,6.0,6.708203932499369,4763.3,2709.3,2.514,0.199,46.5,0.0204,background
1017268.0,-3.0,7.0,7.615773105863909,4852.6,2846.6,2.524,0.181,50.6,0.0,background
1017268.0,-3.0,8.0,8.54400374531753,4930.2,2781.3,2.563,0.176,50.2,0.0,background
1017268.0,-3.0,9.0,9.486832980505138,4876.3,2781.5,2.548,0.193,49.6,0.0,background
1017268.0,-2.0,-9.0,9.219544457292887,4870.2,2808.3,2.532,0.187,50.0,0.0,background
1017268.0,-2.0,-8.0,8.246211251235321,4681.0,2649.6,2.559,0.196,45.4,0.0661,background
1017268.0,-2.0,-7.0,7.280109889280518,4843.7,2799.5,2.539,0.196,49.7,0.0,background
1017268.0,-2.0,-6.0,6.324555320336759,4861.4,2760.6,2.555,0.191,49.1,0.0,background
1017268.0,-2.0,-5.0,5.385164807134504,4783.1,2818.7,2.594,0.173,50.9,0.0094,background
1017268.0,-2.0,-4.0,4.47213595499958,4887.3,2846.6,2.502,0.198,50.4,0.0,background
1017268.0,-2.0,4.0,4.47213595499958,4836.4,2728.9,2.493,0.193,47.0,0.0,background
1017268.0,-2.0,5.0,5.385164807134504,4655.0,2661.0,2.538,0.215,45.2,0.0806,background
1017268.0,-2.0,6.0,6.324555320336759,4549.7,2564.7,2.581,0.196,43.0,0.139,background
1017268.0,-2.0,7.0,7.280109889280518,4731.2,2658.7,2.486,0.189,44.6,0.0382,background
1017268.0,-2.0,8.0,8.246211251235321,4906.7,2822.9,2.541,0.183,50.7,0.0,background
1017268.0,-2.0,9.0,9.219544457292887,4933.6,2827.4,2.516,0.175,50.5,0.0,background
1017268.0,-1.0,-9.0,9.055385138137417,4951.7,2862.2,2.558,0.198,52.3,0.0,background
1017268.0,-1.0,-8.0,8.06225774829855,4957.1,2791.3,2.592,0.18,51.2,0.0,background
1017268.0,-1.0,-7.0,7.0710678118654755,4674.8,2646.2,2.473,0.202,43.8,0.0696,background
1017268.0,-1.0,-6.0,6.082762530298219,4689.8,2628.3,2.514,0.195,44.2,0.0612,background
1017268.0,-1.0,-5.0,5.0990195135927845,4789.1,2762.0,2.525,0.202,48.2,0.0061,background
1017268.0,-1.0,-4.0,4.123105625617661,4830.2,2759.3,2.529,0.182,48.4,0.0,background
1017268.0,-1.0,4.0,4.123105625617661,4825.4,2723.6,2.558,0.185,48.1,0.0,background
1017268.0,-1.0,5.0,5.0990195135927845,4971.5,2905.1,2.534,0.183,53.1,0.0,background
1017268.0,-1.0,6.0,6.082762530298219,4749.4,2679.1,2.605,0.188,47.4,0.0281,background
1017268.0,-1.0,7.0,7.0710678118654755,4927.9,2830.5,2.517,0.189,50.6,0.0,background
1017268.0,-1.0,8.0,8.06225774829855,4814.2,2723.1,2.545,0.186,47.7,0.0,background
1017268.0,-1.0,9.0,9.055385138137417,4932.4,2775.6,2.539,0.194,49.6,0.0,background
1017268.0,0.0,-10.0,10.0,4985.7,2873.8,2.584,0.193,53.4,0.0,background
1017268.0,0.0,-9.0,9.0,4878.0,2737.3,2.597,0.183,49.4,0.0,background
1017268.0,0.0,-8.0,8.0,4598.8,2637.5,2.524,0.213,44.1,0.1118,background
1017268.0,0.0,-7.0,7.0,4843.5,2722.0,2.552,0.171,48.0,0.0,background
1017268.0,0.0,-6.0,6.0,4684.9,2699.0,2.601,0.192,47.4,0.0639,background
1017268.0,0.0,-5.0,5.0,4712.8,2743.2,2.55,0.199,47.7,0.0484,background
1017268.0,0.0,-4.0,4.0,5101.4,2936.5,2.559,0.199,55.3,0.0,background
1017268.0,0.0,4.0,4.0,4852.8,2752.4,2.508,0.191,48.0,0.0,background
1017268.0,0.0,5.0,5.0,4645.4,2607.3,2.584,0.2,44.6,0.0859,background
1017268.0,0.0,6.0,6.0,4792.6,2716.5,2.586,0.181,48.2,0.0041,background
1017268.0,0.0,7.0,7.0,4679.4,2631.5,2.527,0.174,44.4,0.067,background
1017268.0,0.0,8.0,8.0,4691.2,2726.5,2.544,0.181,47.1,0.0604,background
1017268.0,0.0,9.0,9.0,4711.6,2675.5,2.549,0.18,46.1,0.0491,background
1017268.0,0.0,10.0,10.0,5159.0,2992.4,2.62,0.195,58.5,0.0,background
1017268.0,1.0,-9.0,9.055385138137417,5133.6,2913.0,2.577,0.186,55.2,0.0,background
1017268.0,1.0,-8.0,8.06225774829855,4739.6,2683.0,2.472,0.203,45.0,0.0336,background
1017268.0,1.0,-7.0,7.0710678118654755,4956.0,2824.2,2.537,0.182,51.0,0.0,background
1017268.0,1.0,-6.0,6.082762530298219,4677.0,2685.7,2.551,0.189,46.1,0.0683,background
1017268.0,1.0,-5.0,5.0990195135927845,4621.5,2633.2,2.557,0.211,44.7,0.0992,background
1017268.0,1.0,-4.0,4.123105625617661,4777.6,2722.2,2.56,0.188,47.8,0.0125,background
1017268.0,1.0,4.0,4.123105625617661,4855.3,2767.9,2.533,0.183,48.9,0.0,background
1017268.0,1.0,5.0,5.0990195135927845,4877.5,2741.7,2.518,0.187,48.0,0.0,background
1017268.0,1.0,6.0,6.082762530298219,4696.4,2667.0,2.529,0.185,45.4,0.0576,background
1017268.0,1.0,7.0,7.0710678118654755,4702.4,2688.2,2.548,0.2,46.3,0.0542,background
1017268.0,1.0,8.0,8.06225774829855,4779.5,2732.1,2.606,0.18,48.9,0.0114,background
1017268.0,1.0,9.0,9.055385138137417,4822.5,2744.9,2.522,0.186,47.9,0.0,background
1017268.0,2.0,-9.0,9.219544457292887,5198.5,2972.0,2.576,0.189,57.2,0.0,background
1017268.0,2.0,-8.0,8.246211251235321,4819.7,2790.0,2.503,0.198,48.6,0.0,background
1017268.0,2.0,-7.0,7.280109889280518,4755.7,2800.4,2.526,0.209,48.9,0.0246,background
1017268.0,2.0,-6.0,6.324555320336759,4593.4,2662.3,2.499,0.196,44.2,0.1148,background
1017268.0,2.0,-5.0,5.385164807134504,4787.7,2734.1,2.565,0.204,48.2,0.0068,background
1017268.0,2.0,-4.0,4.47213595499958,4794.1,2769.5,2.544,0.206,48.8,0.0033,background
1017268.0,2.0,4.0,4.47213595499958,4679.5,2665.5,2.5,0.177,44.8,0.0669,background
1017268.0,2.0,5.0,5.385164807134504,4617.7,2662.1,2.5,0.193,44.3,0.1013,background
1017268.0,2.0,6.0,6.324555320336759,4639.8,2618.8,2.536,0.198,44.0,0.089,background
1017268.0,2.0,7.0,7.280109889280518,4694.3,2779.9,2.555,0.202,48.6,0.0587,background
1017268.0,2.0,8.0,8.246211251235321,4692.3,2641.8,2.537,0.186,44.9,0.0598,background
1017268.0,2.0,9.0,9.219544457292887,4998.6,2869.7,2.562,0.174,52.9,0.0,background
1017268.0,3.0,-9.0,9.486832980505138,5051.6,2897.7,2.582,0.184,54.4,0.0,background
1017268.0,3.0,-8.0,8.54400374531753,4996.2,2869.0,2.598,0.205,53.6,0.0,background
1017268.0,3.0,-7.0,7.615773105863909,4774.6,2705.2,2.502,0.204,46.3,0.0141,background
1017268.0,3.0,-6.0,6.708203932499369,4646.2,2667.7,2.545,0.202,45.4,0.0855,background
1017268.0,3.0,-5.0,5.830951894845301,4547.2,2575.5,2.549,0.216,42.7,0.1405,background
1017268.0,3.0,-4.0,5.0,4711.6,2672.4,2.551,0.195,46.0,0.0491,background
1017268.0,3.0,-3.0,4.242640687119285,4947.2,2841.5,2.559,0.186,51.8,0.0,background
1017268.0,3.0,3.0,4.242640687119285,4762.6,2696.6,2.584,0.166,47.5,0.0208,background
1017268.0,3.0,4.0,5.0,4762.0,2767.1,2.514,0.203,47.9,0.0211,background
1017268.0,3.0,5.0,5.830951894845301,4763.7,2769.6,2.552,0.179,48.7,0.0201,background
1017268.0,3.0,6.0,6.708203932499369,4712.2,2658.0,2.548,0.188,45.6,0.0488,background
1017268.0,3.0,7.0,7.615773105863909,4880.8,2729.4,2.514,0.196,47.7,0.0,background
1017268.0,3.0,8.0,8.54400374531753,4772.5,2699.6,2.548,0.192,47.0,0.0153,background
1017268.0,3.0,9.0,9.486832980505138,4902.2,2791.5,2.549,0.179,50.1,0.0,background
1017268.0,4.0,-9.0,9.848857801796104,5019.9,2852.5,2.565,0.191,52.7,0.0,background
1017268.0,4.0,-8.0,8.94427190999916,4990.9,2853.3,2.626,0.18,53.8,0.0,background
1017268.0,4.0,-7.0,8.06225774829855,4785.7,2716.0,2.554,0.203,47.6,0.008,background
1017268.0,4.0,-6.0,7.211102550927978,4838.8,2797.9,2.534,0.19,49.5,0.0,background
1017268.0,4.0,-5.0,6.4031242374328485,4562.2,2574.1,2.513,0.212,42.2,0.1321,background
1017268.0,4.0,-4.0,5.656854249492381,4650.3,2710.7,2.533,0.177,46.3,0.0832,background
1017268.0,4.0,-3.0,5.0,4586.1,2642.5,2.515,0.21,44.0,0.1188,background
1017268.0,4.0,-2.0,4.47213595499958,4755.5,2760.2,2.525,0.18,47.9,0.0247,background
1017268.0,4.0,-1.0,4.123105625617661,4723.3,2641.6,2.513,0.191,44.6,0.0426,background
1017268.0,4.0,0.0,4.0,4892.7,2765.6,2.574,0.178,49.8,0.0,background
1017268.0,4.0,1.0,4.123105625617661,4822.6,2776.0,2.525,0.199,48.7,0.0,background
1017268.0,4.0,2.0,4.47213595499958,4688.4,2632.9,2.541,0.2,44.7,0.062,background
1017268.0,4.0,3.0,5.0,4841.4,2773.4,2.595,0.188,50.1,0.0,background
1017268.0,4.0,4.0,5.656854249492381,4577.4,2575.3,2.512,0.226,42.3,0.1237,background
1017268.0,4.0,5.0,6.4031242374328485,4571.2,2622.0,2.536,0.195,43.8,0.1271,background
1017268.0,4.0,6.0,7.211102550927978,4814.8,2755.5,2.581,0.171,49.2,0.0,background
1017268.0,4.0,7.0,8.06225774829855,4689.2,2627.6,2.545,0.19,44.7,0.0616,background
1017268.0,4.0,8.0,8.94427190999916,5095.8,2973.0,2.583,0.194,56.7,0.0,background
1017268.0,4.0,9.0,9.848857801796104,4928.2,2858.4,2.589,0.2,52.7,0.0,background
1017268.0,5.0,-8.0,9.433981132056603,4855.3,2802.1,2.562,0.184,50.3,0.0,background
1017268.0,5.0,-7.0,8.602325267042627,4710.1,2650.3,2.515,0.194,44.8,0.0499,background
1017268.0,5.0,-6.0,7.810249675906654,4772.1,2761.1,2.535,0.193,48.3,0.0155,background
1017268.0,5.0,-5.0,7.0710678118654755,4679.0,2701.5,2.517,0.188,45.9,0.0672,background
1017268.0,5.0,-4.0,6.4031242374328485,4741.1,2768.9,2.558,0.204,48.7,0.0327,background
1017268.0,5.0,-3.0,5.830951894845301,4623.8,2636.3,2.51,0.211,43.9,0.0979,background
1017268.0,5.0,-2.0,5.385164807134504,4813.8,2756.0,2.54,0.198,48.5,0.0,background
1017268.0,5.0,-1.0,5.0990195135927845,4719.2,2674.4,2.556,0.173,46.2,0.0449,background
1017268.0,5.0,0.0,5.0,4821.7,2729.6,2.539,0.18,47.8,0.0,background
1017268.0,5.0,1.0,5.0990195135927845,4477.2,2583.7,2.554,0.231,42.6,0.1793,background
1017268.0,5.0,2.0,5.385164807134504,4606.9,2622.6,2.546,0.206,44.1,0.1073,background
1017268.0,5.0,3.0,5.830951894845301,4658.7,2686.0,2.563,0.199,46.3,0.0785,background
1017268.0,5.0,4.0,6.4031242374328485,4501.2,2555.6,2.54,0.203,41.9,0.166,background
1017268.0,5.0,5.0,7.0710678118654755,4860.6,2772.1,2.536,0.187,49.1,0.0,background
1017268.0,5.0,6.0,7.810249675906654,4924.4,2866.5,2.535,0.177,51.8,0.0,background
1017268.0,5.0,7.0,8.602325267042627,4754.6,2692.4,2.559,0.189,46.9,0.0252,background
1017268.0,5.0,8.0,9.433981132056603,5101.6,2935.2,2.522,0.184,54.4,0.0,background
1017268.0,6.0,-8.0,10.0,4849.8,2709.0,2.53,0.197,47.3,0.0,background
1017268.0,6.0,-7.0,9.219544457292887,4936.4,2830.6,2.578,0.18,51.9,0.0,background
1017268.0,6.0,-6.0,8.48528137423857,4817.7,2780.4,2.53,0.196,48.9,0.0,background
1017268.0,6.0,-5.0,7.810249675906654,4749.7,2669.7,2.568,0.176,46.5,0.0279,background
1017268.0,6.0,-4.0,7.211102550927978,4691.6,2659.0,2.571,0.182,45.9,0.0602,background
1017268.0,6.0,-3.0,6.708203932499369,4713.3,2640.0,2.539,0.212,45.0,0.0482,background
1017268.0,6.0,-2.0,6.324555320336759,4606.9,2707.9,2.484,0.192,45.0,0.1073,background
1017268.0,6.0,-1.0,6.082762530298219,4709.1,2767.9,2.516,0.195,47.7,0.0505,background
1017268.0,6.0,0.0,6.0,4754.9,2721.6,2.54,0.171,47.3,0.0251,background
1017268.0,6.0,1.0,6.082762530298219,4738.2,2739.1,2.513,0.19,47.1,0.0343,background
1017268.0,6.0,2.0,6.324555320336759,4844.7,2738.0,2.546,0.191,48.3,0.0,background
1017268.0,6.0,3.0,6.708203932499369,4526.0,2572.2,2.586,0.22,43.2,0.1522,background
1017268.0,6.0,4.0,7.211102550927978,4803.3,2791.4,2.506,0.192,48.6,0.0,background
1017268.0,6.0,5.0,7.810249675906654,4917.5,2843.0,2.564,0.194,51.8,0.0,background
1017268.0,6.0,6.0,8.48528137423857,4845.3,2778.5,2.552,0.19,49.4,0.0,background
1017268.0,6.0,7.0,9.219544457292887,4981.6,2844.7,2.564,0.179,52.2,0.0,background
1017268.0,6.0,8.0,10.0,4980.9,2853.5,2.59,0.191,53.0,0.0,background
1017268.0,7.0,-7.0,9.899494936611665,5018.5,2944.2,2.524,0.18,54.2,0.0,background
1017268.0,7.0,-6.0,9.219544457292887,4938.2,2834.1,2.513,0.196,50.6,0.0,background
1017268.0,7.0,-5.0,8.602325267042627,5059.7,2863.0,2.57,0.195,53.3,0.0,background
1017268.0,7.0,-4.0,8.06225774829855,4887.6,2791.6,2.583,0.183,50.6,0.0,background
1017268.0,7.0,-3.0,7.615773105863909,4850.6,2711.6,2.507,0.18,46.9,0.0,background
1017268.0,7.0,-2.0,7.280109889280518,4621.9,2661.6,2.559,0.207,45.4,0.0989,background
1017268.0,7.0,-1.0,7.0710678118654755,4816.4,2770.6,2.569,0.173,49.4,0.0,background
1017268.0,7.0,0.0,7.0,4732.5,2755.3,2.57,0.2,48.5,0.0375,background
1017268.0,7.0,1.0,7.0710678118654755,4603.9,2692.3,2.532,0.209,45.5,0.1089,background
1017268.0,7.0,2.0,7.280109889280518,4635.8,2590.7,2.525,0.182,43.1,0.0912,background
1017268.0,7.0,3.0,7.615773105863909,4928.3,2799.5,2.61,0.199,51.6,0.0,background
1017268.0,7.0,4.0,8.06225774829855,4770.6,2718.6,2.545,0.186,47.4,0.0163,background
1017268.0,7.0,5.0,8.602325267042627,4785.0,2753.7,2.551,0.191,48.5,0.0083,background
1017268.0,7.0,6.0,9.219544457292887,5041.1,2874.7,2.591,0.183,53.9,0.0,background
1017268.0,7.0,7.0,9.899494936611665,5005.3,2910.0,2.542,0.19,53.6,0.0,background
1017268.0,8.0,-6.0,10.0,4947.8,2808.7,2.549,0.179,50.8,0.0,background
1017268.0,8.0,-5.0,9.433981132056603,5076.2,2863.4,2.567,0.198,53.3,0.0,background
1017268.0,8.0,-4.0,8.94427190999916,4900.9,2800.7,2.563,0.176,50.6,0.0,background
1017268.0,8.0,-3.0,8.54400374531753,4812.0,2820.1,2.562,0.199,50.5,0.0,background
1017268.0,8.0,-2.0,8.246211251235321,4794.5,2732.0,2.544,0.198,47.8,0.003,background
1017268.0,8.0,-1.0,8.06225774829855,4724.0,2727.2,2.527,0.203,47.0,0.0422,background
1017268.0,8.0,0.0,8.0,4780.8,2777.2,2.524,0.19,48.5,0.0107,background
1017268.0,8.0,1.0,8.06225774829855,4905.9,2822.4,2.532,0.19,50.5,0.0,background
1017268.0,8.0,2.0,8.246211251235321,4706.1,2726.1,2.592,0.193,48.1,0.0522,background
1017268.0,8.0,3.0,8.54400374531753,4852.3,2788.7,2.573,0.197,50.2,0.0,background
1017268.0,8.0,4.0,8.94427190999916,4859.2,2829.2,2.535,0.192,50.5,0.0,background
1017268.0,8.0,5.0,9.433981132056603,4889.8,2789.3,2.543,0.194,49.8,0.0,background
1017268.0,8.0,6.0,10.0,4851.1,2762.2,2.522,0.182,48.5,0.0,background
1017268.0,9.0,-4.0,9.848857801796104,5046.0,2880.6,2.541,0.198,53.1,0.0,background
1017268.0,9.0,-3.0,9.486832980505138,5073.6,2875.9,2.596,0.174,54.2,0.0,background
1017268.0,9.0,-2.0,9.219544457292887,4957.1,2890.0,2.576,0.193,53.5,0.0,background
1017268.0,9.0,-1.0,9.055385138137417,4870.0,2873.8,2.559,0.208,52.1,0.0,background
1017268.0,9.0,0.0,9.0,5011.2,2836.3,2.489,0.178,50.6,0.0,background
1017268.0,9.0,1.0,9.055385138137417,4861.0,2745.0,2.559,0.208,48.8,0.0,background
1017268.0,9.0,2.0,9.219544457292887,5057.0,2955.5,2.632,0.181,57.0,0.0,background
1017268.0,9.0,3.0,9.486832980505138,4738.6,2709.3,2.469,0.193,45.6,0.0341,background
1017268.0,9.0,4.0,9.848857801796104,5063.0,2987.7,2.607,0.17,57.4,0.0,background
1017268.0,10.0,0.0,10.0,5030.2,2970.8,2.524,0.193,54.9,0.0,background
1017269.0,-10.0,0.0,10.0,4899.2,2795.8,2.533,0.183,49.8,0.0,background
1017269.0,-9.0,-4.0,9.848857801796104,5056.4,2909.4,2.574,0.185,54.6,0.0,background
1017269.0,-9.0,-3.0,9.486832980505138,4904.5,2815.1,2.614,0.189,52.0,0.0,background
1017269.0,-9.0,-2.0,9.219544457292887,5002.9,2876.6,2.549,0.172,52.9,0.0,background
1017269.0,-9.0,-1.0,9.055385138137417,4817.8,2701.9,2.545,0.19,47.2,0.0,background
1017269.0,-9.0,0.0,9.0,4795.1,2783.0,2.524,0.181,48.7,0.0027,background
1017269.0,-9.0,1.0,9.055385138137417,4819.1,2739.1,2.46,0.198,46.6,0.0,background
1017269.0,-9.0,2.0,9.219544457292887,4972.1,2879.8,2.552,0.167,52.8,0.0,background
1017269.0,-9.0,3.0,9.486832980505138,5102.0,2955.5,2.56,0.186,55.8,0.0,background
1017269.0,-9.0,4.0,9.848857801796104,4815.0,2765.3,2.614,0.193,50.1,0.0,background
1017269.0,-8.0,-6.0,10.0,5041.2,2897.2,2.544,0.202,53.5,0.0,background
1017269.0,-8.0,-5.0,9.433981132056603,5002.5,2778.4,2.548,0.185,50.2,0.0,background
1017269.0,-8.0,-4.0,8.94427190999916,4871.7,2788.5,2.55,0.184,49.8,0.0,background
1017269.0,-8.0,-3.0,8.54400374531753,4946.2,2821.0,2.614,0.186,52.4,0.0,background
1017269.0,-8.0,-2.0,8.246211251235321,4697.6,2641.3,2.553,0.186,45.2,0.0569,background
1017269.0,-8.0,-1.0,8.06225774829855,4644.0,2620.8,2.58,0.195,44.9,0.0867,background
1017269.0,-8.0,0.0,8.0,4861.4,2846.8,2.578,0.198,51.8,0.0,background
1017269.0,-8.0,1.0,8.06225774829855,4853.8,2753.2,2.55,0.192,48.8,0.0,background
1017269.0,-8.0,2.0,8.246211251235321,4880.5,2776.1,2.49,0.184,48.4,0.0,background
1017269.0,-8.0,3.0,8.54400374531753,5031.3,2918.0,2.526,0.201,53.6,0.0,background
1017269.0,-8.0,4.0,8.94427190999916,4914.5,2901.6,2.554,0.189,53.0,0.0,background
1017269.0,-8.0,5.0,9.433981132056603,4850.6,2813.8,2.587,0.199,51.1,0.0,background
1017269.0,-8.0,6.0,10.0,4925.0,2808.4,2.571,0.183,51.1,0.0,background
1017269.0,-7.0,-7.0,9.899494936611665,5033.2,2872.9,2.536,0.215,52.7,0.0,background
1017269.0,-7.0,-6.0,9.219544457292887,4880.2,2740.2,2.542,0.193,48.5,0.0,background
1017269.0,-7.0,-5.0,8.602325267042627,4843.6,2716.4,2.57,0.168,48.2,0.0,background
1017269.0,-7.0,-4.0,8.06225774829855,4933.9,2729.5,2.561,0.186,48.8,0.0,background
1017269.0,-7.0,-3.0,7.615773105863909,4678.8,2635.7,2.551,0.198,44.9,0.0673,background
1017269.0,-7.0,-2.0,7.280109889280518,4523.0,2578.5,2.533,0.214,42.4,0.1539,background
1017269.0,-7.0,-1.0,7.0710678118654755,4587.7,2569.2,2.558,0.212,42.9,0.1179,background
1017269.0,-7.0,0.0,7.0,4655.2,2647.1,2.529,0.202,44.7,0.0804,background
